"UID","accession_no","issn","eissn","doi","doc_type","source","itemtitle","pubyear","pubmonth","coverdate","sortdate","vol","pubtype","issue","supplement","special_issue","part_no","indicator","is_archive","has_abstract","oases_type_gold","abstract"
"WOS:000360251100006","CP9YF","0899-8256","1090-2473","10.1016/j.geb.2015.06.001","Article","GAMES AND ECONOMIC BEHAVIOR","Social cohesion and the evolution of altruism","2015","JUL","JUL 2015","2015-07-01","92","Journal","NULL","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In this paper we propose a stylized model to study how cohesion may affect the spread and consolidation of altruism in a large population where agents are involved in a local public-good contribution game with their neighbors. We show that, if the contribution cost is moderate (neither too high nor too low), cooperation can invade and dominate the population if, and only if, group cohesion displays an intermediate value. This reflects an interesting non-monotonicity of cohesion in the evolution of altruism: while some of it is needed to internalize the benefits of cooperation, too much cohesion prevents the spread of altruism among the population at large. (C) 2015 Elsevier Inc. All rights reserved.</p>"
"WOS:000360370300005","CQ1PN","1354-6783","1464-0708","10.1080/13546783.2015.1036120","Article","THINKING & REASONING","Convergent and divergent thinking in verbal analogy","2015","OCT 2","OCT 2 2015","2015-10-02","21","Journal","4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Individual differences in convergent and divergent thinking may uniquely explain variation in analogical reasoning ability. Across two studies we investigated the relative influences of divergent and convergent thinking as predictors of verbal analogy performance. Performance on both convergent thinking (i.e., Remote Associates Test) and divergent thinking (i.e., Alternative Uses Task) uniquely predicted performance on both analogy selection (Studies 1 and 2) and analogical generation tasks (Study 2). Moreover, convergent and divergent thinking were predictive above and beyond creative behaviours in Study 1 and a composite measure of crystallised intelligence in Study 2. Verbal analogies in Study 2 also varied in semantic distance, with results demonstrating divergent thinking as a stronger predictor of analogy generation for semantically far than for semantically near analogies. Results thus further illuminate the link between analogical reasoning and creative cognition by demonstrating convergent and divergent thinking as predictors of verbal analogy.</p>"
"WOS:000360419400010","CQ2GZ","0749-596X","1096-0821","10.1016/j.jml.2015.06.002","Article","JOURNAL OF MEMORY AND LANGUAGE","Words, objects, and locations: Perceptual matching explains spatial interference and facilitation","2015","OCT","OCT 2015","2015-10-01","84","Journal","NULL","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Many common words have spatial associations (e.g., ""bird,"" ""jump"") that, counterintuitively, hinder identification of visual targets at their associated location. For example, ""bird"" hinders identification at the top of a display. This spatial interference has been attributed to perceptual competition: ""bird"" shifts attention upward and evokes the perceptual representation of a bird, which impairs identification of an unrelated target by preoccupying the visual system. We propose an alternative explanation based on perceptual matching: target objects and locations are coded independently for their congruence with the cue word, and codes that are inconsistent with one another hinder identification. Two experiments demonstrated that whereas semantically mismatching targets elicit spatial interference, semantically matching targets elicit spatial facilitation. Two further experiments demonstrated that cue words of strong (e.g., ""bird"") and weak (e.g., ""arise"") visual strength and imageability elicited equivalent spatial interference. Results suggest that spatial interference is attributable to perceptual matching rather than perceptual competition. Moreover, results supported a graded model of perceptual matching, whereby target identification times are proportional to the physical distance between the expected (i.e., associated) and observed (i.e., actual) target locations. (C) 2015 Elsevier Inc. All rights reserved.</p>"
"WOS:000360490900020","CQ3GU","0002-9343","1555-7162","10.1016/j.amjmed.2015.03.021","Editorial Material","AMERICAN JOURNAL OF MEDICINE","The Health and Economic Burden of Air Pollution","2015","SEP","SEP 2015","2015-09-01","128","Journal","9","NULL","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000360511800002","CQ3OL","0047-2727","NULL","10.1016/j.jpubeco.2015.05.005","Article","JOURNAL OF PUBLIC ECONOMICS","Donor coordination in project funding: Evidence from a threshold public goods experiment","2015","AUG","AUG 2015","2015-08-01","128","Journal","NULL","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We present results from an experiment with multiple public goods, where each good produces benefits only if total contributions to it reach a minimum threshold. The presence of multiple public goods makes coordination among participants more difficult, discouraging donor participation and decreasing the likelihood of any public good being effectively funded. Applied to the case of fundraising, the results show how overall donations and the number of effectively funded projects may both decrease as the total number of projects vying for funding increases. The analysis considers whether making one of the contribution options salient, either through its merits or by arbitrarily choosing one to feature during the experiment, helps overcome the increased coordination problem. The results have implications for the growing popularity of crowdfunding websites, and suggest benefits to these sites from helping donors compare and identify the most promising projects. (C) 2015 Elsevier BM. All rights reserved.</p>"
"WOS:000360562800001","CQ4GO","0951-3574","1758-4205","10.1108/AAAJ-06-2015-2090","Article","ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL","Public sector accounting, accountability and austerity: more than balancing the books?","2015","NULL","2015","2015-01-01","28","Journal","6","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>Purpose - The era of austerity that has followed the outbreak of the global financial crisis has posed a myriad of challenges for public services, with demands for major cuts in government spending, the delivery of balanced budgets and zstrategies for deficit reduction. The purpose of this paper is to consider how public sector accounting and accountability systems are implicated in the development and implementation of austerity policies. Also, it pinpoints a range of issues that accounting researchers need to be contemplating on the subject of accounting for austerity.</p>
<p>Design/methodology/approach - Interdisciplinary literature review, coupled with an illustrative discussion of the changing nature of public sector accounting practices under austerity.</p>
<p>Findings - Despite the significance and scale of austerity, public sector accounting research on the topic is in its infancy, with the prominent focus being on how accounting technologies are used to manage austerity. There have been few attempts to debate critically the construction of austerity and to provide alternative accounts of austerity. Accounting for austerity, especially in terms of its implications and consequences, is far too complex and challenging to be categorized as simply seeking to ""balance the books"".</p>
<p>Research limitations/implications - As an academic community, we need to be developing understanding of public sector accounting research under austerity across different organizational levels and contexts. Also, we should be framing the accounts of austerity in ways that respect and build on a sound understanding of the extensive available interdisciplinary research on this topic. Key research questions to address include: how is accounting shaping constructions of, and impressions, attitudes and behaviors toward, austerity and the status of governments and public service organizations? What do such patterns of development mean for the roles and contributions of public sector accountants under austerity? Are accounting systems destined to be used primarily as vehicles for cost-cutting, or can they be used as engines for growth and for thinking about public service responsibilities in more socially inclusive forms?</p>
<p>Originality/value - Accountings of austerity in the field of public sector accounting research have been worryingly limited. This paper and the papers in this special issue of AAAJ address such failings, revealing a range of critical implications and challenges of austerity policies for public sector accounting research.</p>"
"WOS:000360655600003","CQ5OT","1744-1331","1744-134X","10.1017/S1744133114000334","Article","HEALTH ECONOMICS POLICY AND LAW","The impact of Universal Health Coverage on health care consumption and risky behaviours: evidence from Thailand","2015","JUL","JUL 2015","2015-07-01","10","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Thailand is among the first non-OECD countries to have introduced a form of Universal Health Coverage (UHC). This policy represents a natural experiment to evaluate the effects of public health insurance on health behaviours. In this paper, we examine the impact of Thailand's UHC programme on preventive activities, unhealthy or risky behaviours and health care consumption using data from the Thai Health and Welfare Survey. We use doubly robust estimators that combine propensity scores and linear regressions to estimate differences-in-differences (DD) and differences-in-DD models. Our results offer important insights. First, UHC increases individuals' likelihood of having an annual check-up, especially among women. Regarding health care consumption, we observe that UHC increases hospital admissions by over 2% and increases outpatient visits by 13%. However, there is no evidence that UHC leads to an increase in unhealthy behaviours or a reduction of preventive efforts. In other words, we find no evidence of ex ante moral hazard. Overall, these findings suggest positive health impacts among the Thai population covered by UHC.</p>"
"WOS:000360756900006","CQ7BD","0017-4815","1468-2257","10.1111/grow.12096","Article","GROWTH AND CHANGE","Entrepreneurship, Family Ties, and Land Inequality: Evidence from Italy","2015","SEP","SEP 2015","2015-09-01","46","Journal","3","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>Entrepreneurship is considered to be one of the most important engines of growth, and its determinants are widely investigated. Several theories of entrepreneurship have been proposed and tested in the literature, most of them focusing on hard factors, i.e., determinants related to the quality/quantity of inputs and to the size of the market. In this paper, I investigate how the interaction between hard and soft factors may shape the entrepreneurial behavior of individuals. In particular, the aim of the paper is to explore the links among the structure of the family, land inequality at the beginning of the twentieth century, and subsequent entrepreneurship in Italian provinces. Using a novel data set on the Gini coefficient of land inequality in 1931, sharecropping in 1911, and the classification of family structures in 1950, I test their relevance to explaining entrepreneurship. I find that high land concentration with strong family ties reduces the probability of becoming an entrepreneur. Furthermore, the diffusion of sharecropping contracts is associated with higher entrepreneurship rates. Taken together, these results point to a central role played by the organization of agriculture in promoting entrepreneurship.</p>"
"WOS:000360758800251","CQ7BW","1360-2276","1365-3156","NULL","Meeting Abstract","TROPICAL MEDICINE & INTERNATIONAL HEALTH","Seeing beyond 2020: cost-effectiveness analysis of contemporary and emerging strategies for human African trypanosomiasis (HAT) Trypanosoma brucei (T.b.) gambiense for elimination","2015","SEP","SEP 2015","2015-09-01","20","Journal","NULL","1","SI","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000360758802076","CQ7BW","1360-2276","1365-3156","NULL","Meeting Abstract","TROPICAL MEDICINE & INTERNATIONAL HEALTH","Modelling health systems implications of current and emerging technologies for HAT Trypanosoma brucei (T.b.) gambiense","2015","SEP","SEP 2015","2015-09-01","20","Journal","NULL","1","SI","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000360817500004","CQ7WU","0894-4393","1552-8286","10.1177/0894439314560849","Article","SOCIAL SCIENCE COMPUTER REVIEW","Assessing Public Preferences and the Level of Transparency in Government Using an Exploratory Approach","2015","OCT","OCT 2015","2015-10-01","33","Journal","5","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>Any information disclosed by governments should serve the purpose it is meant to fulfill. This is an underlying pillar of transparency. Our article assesses whether the information citizens consider to be most relevant for interaction with the authorities is actually disclosed. Our research was conducted on the population of the 117 Italian provincial capitals. A sample of 500 Italian citizens were interviewed with the purpose of understanding which type of information they consider most relevant, given the choice of institutional, political, financial, and service delivery-related information. The results indicate that Italian provincial capitals currently fail to publish the information that citizens consider to be most relevant: Despite differences in opinions among users, the sample we analyzed tends to rate the importance of service-delivery transparency and financial transparency higher than institutional or political transparency, whereas most information disclosed by Italian provincial capitals is associated with data they are obliged to disclose in order to comply with transparency regulations.</p>"
"WOS:000360908600003","CQ9CN","1047-7039","NULL","10.1287/orsc.2015.0992","Article","ORGANIZATION SCIENCE","Not All Fairness Is Created Equal: Fairness Perceptions of Group vs. Individual Decision Makers","2015","SEP-OCT","SEP-OCT 2015","2015-09-01","26","Journal","5","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Drawing on fairness heuristic theory and literature on negative group schemas, we develop and empirically test the idea that, given the exact same decision outcome, people perceive groups to be less fair than individuals when they receive a decision outcome that is unfavorable, but not when they receive one that is favorable or neutral (Studies 1 and 2). To account for this difference in fairness perceptions following an unfavorable outcome, we show that the mere presence of a group as a decision-making body serves as a cue that increases the accessibility of negative group-related associations in a perceiver's mind (Study 3). Moreover, in a sample of recently laid-off workers-representing a broad range of organizations and demographic characteristics-we demonstrate that those who received a layoff decision made by a group of decision makers (versus an individual) are marginally more likely to perceive the decision as unfair and are marginally less likely to endorse the organization (Study 4). Taken together, the results of all four studies suggest that, in response to the same unfavorable decision outcome, a group of decision makers is often perceived to be less fair than an individual.</p>"
"WOS:000360948200001","CQ9PW","0048-7333","1873-7625","10.1016/j.respol.2015.02.007","Editorial Material","RESEARCH POLICY","The New Data Frontier Special issue of Research Policy","2015","NOV","NOV 2015","2015-11-01","44","Journal","9","NULL","SI","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000361006000006","CR0JZ","0927-5940","1573-6970","10.1007/s10797-015-9364-1","Article","INTERNATIONAL TAX AND PUBLIC FINANCE","Tax structure and macroeconomic performance","2015","AUG","AUG 2015","2015-08-01","22","Journal","4","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>This paper reassesses the relationship between tax structure and long-run income, using as indicators of tax structure both a new series of implicit tax rates based on Mendoza et al. (J Public Econ 66:99-126, 1997) and tax ratios, adopting a dynamic panel estimation strategy, and explicitly accounting for cross-sectional dependence in the panel. When implicit tax rates are used, the paper shows that the link between tax structure and long-run income per capita is not robust to the adoption of different assumptions on observable and unobservable heterogeneity across countries. When tax ratios are used, there is some evidence of a negative impact of labour taxation on long-run income, but this result is shown to capture non-fiscal effects coming from the evolution of the labour share. Turning to the short run, the research presented here finds strong evidence of a positive effect on per capita income of a tax shift from labour and capital taxation towards consumption taxation, which provides support for fiscal devaluations.</p>"
"WOS:000361038900027","CR0UO","0278-7393","1939-1285","10.1037/xlm0000098","Editorial Material","JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION","Why to Treat Subjects as Fixed Effects","2015","SEP","SEP 2015","2015-09-01","41","Journal","5","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Adelman, Marquis, Sabatos-DeVito, and Estes (2013) collected word naming latencies from 4 participants who read 2,820 words 50 times each. Their recommendation and practice was that R-2 targets set for models should take into account subject idiosyncrasies as replicable patterns, equivalent to a subjects-as-fixed-effects assumption. In light of an interaction involving subjects, they broke down the interaction into individual subject data. Courrieu and Rey's (2015) commentary argues that (a) single-subject data need not be more reliable than subject-average data, and (b) anyway, treating groups of subjects as random samples leads to valid conclusions about general mechanisms of reading. Point (a) was not part of Adelman et al.'s claim. In this reply, we examine the consequences of using the fixed-effect assumption. It (a) produces the correct target to check if by-items regression models contain all necessary variables, (b) more accurately constrains cognitive models, (c) more accurately reveals general mechanisms, and (d) can offer more powerful tests of effects. Even when individual differences are not the primary focus of a study, the fixed-effect analysis is often preferable to the random-effects analysis.</p>"
"WOS:000361130600005","CR2BW","0047-2794","1469-7823","10.1017/S0047279415000239","Article","JOURNAL OF SOCIAL POLICY","Devolution and Local Cohesion Policy: Bureaucratic Obstacles to Policy Integration in Italy","2015","OCT","OCT 2015","2015-10-01","44","Journal","4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This article analyses and compares the multi-dimensional co-ordination of employment and social policies at the Italian local level, especially focusing on the policy implementation stage. It departs from developing a theoretical framework to take into account the crucial variables that might potentially impact on the co-ordination of social cohesion policies. In particular, following a neo-institutionalist approach, great emphasis is placed on the legacy of the Weberian bureaucratic model, and its implied specialisation ethos'. In addition, the effect of other contextual variables, such us social capital and the rate of unemployment, are considered. The empirical analysis confirms the crucial impact of the specialisation ethos in preventing inter-policy co-ordination from occurring at the Italian local level, and the relevance of other contextual variables in causing policy integration within services, rather than between services.</p>"
"WOS:000361205101149","CR3BL","0195-668X","1522-9645","NULL","Meeting Abstract","EUROPEAN HEART JOURNAL","Geographic variation in utilization rates and determinants of access to pacemakers and implantable cardioverter defibrillators in Austria, England, Germany, Italy and Slovenia, 2008-2012","2015","AUG 1","AUG 1 2015","2015-08-01","36","Journal","NULL","1","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000361257500009","CR3UB","0378-3758","1873-1171","10.1016/j.jspi.2014.12.002","Article","JOURNAL OF STATISTICAL PLANNING AND INFERENCE","Bayesian adaptation","2015","NOV","NOV 2015","2015-11-01","166","Journal","NULL","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>In the need for low assumption inferential methods in infinite-dimensional settings, Bayesian adaptive estimation via a prior distribution that does not depend on the regularity of the function to be estimated nor on the sample size is valuable. We elucidate relationships among the main approaches followed to design priors for minimax-optimal rate-adaptive estimation meanwhile shedding light on the underlying ideas. (C) 2014 Elsevier B.V. All rights reserved.</p>"
"WOS:000361258300007","CR3UJ","0921-8009","1873-6106","10.1016/j.ecolecon.2015.07.009","Article","ECOLOGICAL ECONOMICS","Investigating policy and R&D effects on environmental innovation: A meta-analysis","2015","OCT","OCT 2015","2015-10-01","118","Journal","NULL","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In the last decades, a wide research effort has been devoted at the analysis of the determinants of environmental innovation (El). Whereas agreement seemed to emerge around a cluster of determinants, mainly ""Technology push"", ""Market pull"", ""Policy push-pull"" and ""firm specific factors"", empirical analyses have failed to provide strong confirmation on the relevance of some core variables. After a qualitative discussion of this literature, we empirically assess it by exploiting meta-regression-analysis techniques to test the effectiveness of two determinants: policy and R&D. Our findings are clear: as for the first, we show that only certain types of policy have proven to affect El, in particular regulatory stringency. As for R&D, we show that the use of estimation methods is not neutral to the outcome of the primary studies. (C) 2015 Elsevier B.V. All rights reserved.</p>"
"WOS:000361299800004","CR4KB","1744-1331","1744-134X","10.1017/S1744133115000109","Editorial Material","HEALTH ECONOMICS POLICY AND LAW","Reflecting on 'Acquisition and disclosure of genetic information under alternative policy regimes: an economic analysis'","2015","OCT","OCT 2015","2015-10-01","10","Journal","4","NULL","SI","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000361346400003","CR4YQ","1532-9194","NULL","NULL","News Item","MIT SLOAN MANAGEMENT REVIEW","How to Avoid Platform Traps","2015","FAL","FAL 2015","2015-09-01","57","Journal","1","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Companies as diverse as Apple, Facebook, and Uber all have transformed industries through platform business models. But the increasing popularity of platform strategies masks a difficult truth: Such strategies are hard to execute well-and are prone to several common pitfalls.</p>"
"WOS:000361403000007","CR5RZ","0168-8510","1872-6054","10.1016/j.healthpol.2015.02.002","Review","HEALTH POLICY","Lean in healthcare: A comprehensive review","2015","SEP","SEP 2015","2015-09-01","119","Journal","9","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Background: Lean seems to be the next revolution for a better, improved, value-based heal-hcare. In the last 15 years Lean has been increasingly adapted and adopted in healthcare. Accordingly, Lean healthcare has been developing into a major strand of research since the early 2000s. The aim of this work is to present a comprehensive overview of the main issues highlighted by research on implementation of Lean in a complex contest such as the healthcare one.</p>
<p>Method: Comprehensive literature review was conducted in order to identify empirical and theoretical articles published up to September 2013. Thematic analysis was performed in order to extract and synthesis data.</p>
<p>Findings: 243 articles were selected for analysis. Lean is best understood as a means to increase productivity. Hospital is the more explored setting, with emergency and surgery as the pioneer departments. USA appears to be the leading country for number of applications. The theoretical works have been focused mainly on barriers, challenges and success factors. Sustainability, framework for measurement and critical appraisal remain underestimated themes. Evaluations of ""system wide approach"" are still low in number.</p>
<p>Conclusion: Even though Lean results appear to be promising, findings so far do not allow to draw a final word on its positive impacts or challenges when introduced in the healthcare sector. Scholars are called to explore further the potentiality and the weaknesses of Lean, above all as for the magnitude of investments required and for the engagement of the whole organization it represents increasingly strategic choice, whilst health professionals, managers and policy makers could and should learn from research how to play a pivotal role for a more effective implementation of lean in different health contexts. (C) 2015 Elsevier Ireland Ltd. All rights reserved.</p>"
"WOS:000361467800006","CR6OU","1610-241X","1612-7501","10.1093/cesifo/ifv004","Article","CESIFO ECONOMIC STUDIES","Illegal Immigration: Policy Perspectives and Challenges","2015","SEP-DEC","SEP-DEC 2015","2015-09-01","61","Journal","3-4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>The combination of increasing immigration pressures and restrictive policies imperfectly enforced by many destination countries has made illegal immigration widespread. This article provides an overview of the mechanisms behind the formation of migration policies and how they lead to or limit the presence of illegal immigrants. We also study how governments deal ex post with the presence of undocumented foreign workers by introducing immigration amnesties. We review the determinants of their introduction and address their desirability from the point of view of aggregate welfare. As countries in the European Union differ substantially in the implementation of both ex ante and ex post immigration policies, we emphasize the need for more coordination in the area of migration policy enforcement, both at the border and within each country (JEL codes: F22, J61).</p>"
"WOS:000361482600003","CR6UG","0958-9287","1461-7269","10.1177/0958928715594543","Article","JOURNAL OF EUROPEAN SOCIAL POLICY","Stakeholder participation and policy integration in local social and employment policies: Germany and Italy compared","2015","OCT","OCT 2015","2015-10-01","25","Journal","4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>The majority of the European countries experienced a turn towards activation policies during the last decades. The aim of increasing employment rates of groups formerly excluded from the labour market has required closer links with training, family or social policies with employment policy. As a result of this, we can observe modifications also in regard to policy governance, particularly emphasizing the role of the local level in implementing integrated activation policies. This article aims at testing the hypothesis of whether higher levels of stakeholder participation in the policy process lead to greater policy integration. In an explorative manner, the research hypothesis will be tested with reference to two very different cases of local activation policy. Driving factors for the differential impact of participation on policy integration will be identified through the analysis of two in-depth case studies. A qualitative process-tracing method is used in order to conduct our analysis.</p>"
"WOS:000361578700030","CR8CM","0167-2681","1879-1751","10.1016/j.jebo.2015.07.006","Article","JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION","Is it just a matter of personality? On the role of subjective well-being in childbearing behavior","2015","SEP","SEP 2015","2015-09-01","117","Journal","NULL","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This paper analyses the role played by individual subjective well-being (SWB) in childbearing behavior. We use the German Socio Economic Panel (GSOEP) survey, which contains repeated information about SWB, childbearing events and, importantly, also measures of respondents' personality, to estimate the way SWB matters for having a(nother) child, controlling for personality traits (PTs). We find that SWB positively predicts childbearing for women and men, with the effect significant (and sizeable) for both genders only for the second child. Furthermore, we assure that - although PTs are a strong component of SWB variability - the effect of SWB on fertility is not determined by PTs. (C) 2015 Elsevier B.V. All rights reserved.</p>"
"WOS:000361604800005","CR8LU","0361-6274","1550-5030","10.1097/HMR.0000000000000035","Article","HEALTH CARE MANAGEMENT REVIEW","The relationship between senior management team culture and clinical governance: Empirical investigation and managerial implications","2015","OCT-DEC","OCT-DEC 2015","2015-10-01","40","Journal","4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Background: Health care organizations are pressured to improve the cost-effectiveness of service delivery. Clinical governance is an important trigger to improve care quality and safety and rank high in the reform agenda of health systems. The senior management team culture plays a major role in establishing clinical governance practices, because it strongly influences the values, attitudes, and behaviors of the members of an organization.</p>
<p>Purposes: The aim of this study was to investigate the relationship between senior management team culture and clinical governance in the public health care organizations of three Italian regions.</p>
<p>Methodology: The assessment of senior management culture was conducted using the Competing Values Framework and a corresponding instrument adapted for the Italian context. Clinical governance was assessed using an ad hoc instrument focused on the senior management team's perception and attitude toward clinical governance.</p>
<p>Findings: The survey achieved a 54% response rate. The results of four different models demonstrate that organizations characterized by different dominant cultures are associated with significant differences in attitudes toward clinical governance. In particular, on average, dominant cultures with a prevailing external focus are associated with a more positive attitude toward clinical governance.</p>
<p>Practice Implications: The selection and appointments of top managers should consider the style of leadership that is most apt to facilitate the growth of rational and developmental cultures. Furthermore, the training of top managers and leading doctors should reinforce leadership aptitude and approaches that are consistent with the desired organizational cultures.</p>"
"WOS:000361612800003","CR8OE","0094-9655","1563-5163","10.1080/00949655.2014.992346","Article","JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION","Weighted exponential distribution: properties and different methods of estimation","2015","DEC 12","DEC 12 2015","2015-12-12","85","Journal","18","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In this article, we investigate various properties and methods of estimation of the Weighted Exponential distribution. Although, our main focus is on estimation (from both frequentist and Bayesian point of view) yet, the stochastic ordering, the Bonferroni and the Lorenz curves, various entropies and order statistics are derived first time for the said distribution. Different types of loss functions are considered for Bayesian estimation. Furthermore, the Bayes estimators and their respective posterior risks are computed and compared using Gibbs sampling. The different reliability characteristics including hazard function, stress and strength analysis, and mean residual life function are also derived. Monte Carlo simulations are performed to compare the performances of the proposed methods of estimation and two real data sets have been analysed for illustrative purposes.</p>"
"WOS:000361800400008","BD5TE","0081-1750","NULL","10.1177/0081175015587281","Editorial Material","SOCIOLOGICAL METHODOLOGY, VOL 45","COMMENT: IMPLYING SEQUENCES USING SCORES-SOME CONSIDERATIONS","2015","NULL","2015","2015-01-01","45","Book in series","NULL","NULL","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000361840600014","CS1PX","1758-678X","1758-6798","10.1038/NCLIMATE2721","Article","NATURE CLIMATE CHANGE","Selection of climate policies under the uncertainties in the Fifth Assessment Report of the IPCC","2015","OCT","OCT 2015","2015-10-01","5","Journal","10","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Strategies for dealing with climate change must incorporate and quantify all the relevant uncertainties, and be designed to manage the resulting risks(1). Here we employ the best available knowledge so far, summarized by the three working groups of the Fifth Assessment Report of the Intergovernmental Panel on Climate Change (IPCC AR5; refs 2-4), to quantify the uncertainty of mitigation costs, climate change dynamics, and economic damage for alternative carbon budgets. We rank climate policies according to different decision-making criteria concerning uncertainty, risk aversion and intertemporal preferences. Our findings show that preferences over uncertainties are as important as the choice of the widely discussed time discount factor. Climate policies consistent with limiting warming to 2 degrees C above preindustrial levels are compatible with a subset of decision-making criteria and some model parametrizations, but not with the commonly adopted expected utility framework.</p>"
"WOS:000362004600004","CS3VZ","0927-5940","1573-6970","10.1007/s10797-014-9344-x","Article","INTERNATIONAL TAX AND PUBLIC FINANCE","Policy outcomes of single and double-ballot elections","2015","DEC","DEC 2015","2015-12-01","22","Journal","6","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We use data for all Italian municipalities from 2001 to 2007 to empirically test the extent to which two different electoral rules, which hold for small and large municipalities, affect fiscal policy decisions at local level. Municipalities with fewer than 15,000 inhabitants elect their mayors in accordance with a single-ballot plurality rule where only one list can support her/him, while the rest of the municipalities uses a runoff plurality rule where multiple lists can support her/him. Per capita total taxes, charges and current expenditure in large municipalities are lower than in small ones if the mayor of the large municipality does not need a broad coalition to be elected, otherwise the use of a single- or double-ballot rule does not make any difference in the policy outcome.</p>"
"WOS:000362131500003","CS5PX","0304-3878","1872-6089","10.1016/j.jdeveco.2015.06.003","Article","JOURNAL OF DEVELOPMENT ECONOMICS","Resource concentration and civil wars","2015","NOV","NOV 2015","2015-11-01","117","Journal","NULL","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This paper highlights the importance of natural resource concentration and ethnic group regional concentration for ethnic conflict. The existence of multiple conflict terrains (and hence multiple threat points) is the source of bargaining failure, similar to the one determined by the presence of offensive advantages. The theory predicts war to be more likely when resource concentration and group concentration are high, and the empirical analysis, both at the country level and at the ethnic group level, confirms the essential role of geographic concentration variables for civil war. (C) 2015 Elsevier B.V. All rights reserved.</p>"
"WOS:000362134000022","CS5QV","0040-1625","1873-5509","10.1016/j.techfore.2015.05.003","Article","TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE","Consequences of a universal European demographic transition on regional and global population distributions","2015","SEP","SEP 2015","2015-09-01","98","Journal","NULL","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This study provides simulations showing what global and regional population sizes would be if the rest of the world would have experienced similar population growth patterns as what was observed in Europe during the demographic transition. In 1820-2010, slower growth was observed in Europe & North America where population increased by 4.6 times to a level of 1088 million. The population of Asia increased from 720 million to 4165 million. However, the biggest change from 1820 to 2010 was observed in regions that had relatively small populations in 1820 - Latin America (which increased by 38 times to 597 million) and Africa (which increased by 14 times to 1031 million). Our simulations show that if the French pattern of population growth had been followed (French population size increasing by 2.5 from 1820-2010), the global population would have merely doubled during the demographic transition (increasing to 2.02 times its original size) over the 1820-2010 period. All regions would have had a significantly lower population size: Europe & North America would have increased to 474 million and Asia to 1453 million, while Africa would have grown to 150 million, which is just 15% of its current population. Projections suggest that population implications of following the in the coming decades would have been much lower. While UN median variant projections suggest that it would reach 914 million people by 2100. (C) 2015 Elsevier Inc. All rights reserved.</p>"
"WOS:000362135100005","CS5RG","0024-6301","1873-1872","10.1016/j.lrp.2015.07.003","Article","LONG RANGE PLANNING","The Effect of Institutional Evolution on Indian Firms' Internationalization: Disentangling Inward- and Outward-Oriented Effects","2015","OCT","OCT 2015","2015-10-01","48","Journal","5","NULL","SI","NULL","NULL","NULL","Y","NULL","
<p>We draw upon the institutional theoretical perspective to study Indian firms' internationalization during periods of institutional change. We focus on firms establishing a subsidiary abroad. We delve into the nature of institutional change and propose two categories of institutional change that have impacts of different magnitudes on international investments. We also investigate the case of firms affiliated with domestic business groups. We develop four hypotheses and test them using data on Indian firms. Our findings provide interesting insights into different institutional factors that promote firms' internationalization in a context characterized by dynamic change. The results of our study have significant theoretical and managerial implications. (C) 2015 Elsevier Ltd. All rights reserved.</p>"
