EARLIEST_FILING_YEAR,APPLN_ABSTRACT,PSN_NAME,IPC4
2007,"The invention relates to methods for optimising the performance of, for manufacturing and/or for controlling (street) lighting devices involving multiple LED-light sources within a common frame, in which \n specific LED-light sources are selected from a plurality of types of LED-light sources, specific secondary optics are selected from a plurality of types of secondary optics, for each selected LED light source, and specific orientations are selected for each of those LED-light sources and/or secondary optics, \n variables representing the light distribution in function of direction coordinates are associated to each LED light source and its secondary optics, and \n simulations of cumulative variables for multiple combinations of selected LED-light sources, selected secondary optics and selected orientations, are compared, using software assisted calculations, with selected global light distributions, so as to designate combinations of selected LED-light sources, selected secondary optics and selected orientations showing an optimal fit with said selected global light distributions, \n as well as to street lighting apparatus implementing these methods.","SCHREDER","H05B"
2007,"A combination assembly of LED and liquid-vapor thermally dissipating device (10) includes a liquid-vapor thermally dissipating device (11) including a metal shell (12) with capillarity structures therein and at least one LED unit (21) provided on the metal shell (12) of the liquid-vapor thermally dissipating device (11). The LED unit (21) includes a LED chip (22) with two electrode plates (221) at a top thereof and an insulating layer (222) at a bottom thereof to be mounted on the metal shell (12) of the liquid-vapor thermally dissipating device (11), two wires (24), an insulating plate (26), two transmitting plates (28) provided on the insulating plate (26), two wires (24) connecting the electrode plates (221) and the transmitting plates (28) respectively and an encapsulant (29) partially encapsulating the insulating plate (26) and the transmitting plates (28). The heat of the LED unit (21) may be transmitted to the liquid-vapor thermally dissipating device (11) directly for heat transmission. The present invention provides a greater heat transmission efficiency.","TAI-SOL ELECTRONICS COMPANY","H05K"
2007,"A multi-layer substrate (100) includes a plurality of substrate main bodies (110), a plurality of layers (120) which are alternately layered with the main bodies, a signal via hole (130) which is connected with a signal line (133) and includes a signal column (131) which passes through at least one substrate main body (110); and a sub via hole (140) which includes a sub column (141) which surrounds the signal column (131), and a pair of sub pads (145) which extend from end parts of the sub column (141) to be formed to the layers (120), the layers (120) which are formed with the sub pads (145) being disposed in the same layer as the layers (120) which are formed with the signal line (133) of the signal via hole (130), or being disposed outside the layers (120) which are formed with the signal line (133) which is connected with the signal via hole (130).","SAMSUNG ELECTRONICS COMPANY","H05K"
2007,"In the case of connecting a flexible substrate to a counterpart substrate by soldering, the area of a dead space on the counterpart substrate due to being covered with the flexible substrate is reduced to reduce the outside dimension of the counterpart substrate. Solder lands 61 and 62 on the flexible substrate 5 are soldered to solder lands 21 and 22 on the counterpart substrate 1. The flexible substrate 5 is divided into two branching pieces 71 and 72 by an incision 7 or a slit 8 formed in such a manner as to extend from an intermediate part in the arrangement direction R of circuit patterns to the leading end of the flexible substrate. The space between the solder lands 61 and 62 on the respective pieces 71 and 72 is made equal to the space between the two spaced-apart solder lands 21 and 22 on the counterpart substrate 1 by placing the pieces 71 and 72 formed by dividing the flexible substrate 5 on one another.","FUNAI ELECTRIC COMPANY","H05K"
2007,"A LED module comprises at least one LED chip (2) mounted on a printed wiring board (1) in chip-on-board technology. \n At least one LED chip (2) is bonded to the board (1) with a gold bond wire (6), and the gold bond wire (6) is bonded on a gold layer (10) of less than 0.20 ¼m.","TRIDONIC JENNERSDORF","H01L"
2005,"A multilayer printed circuit board or a substrate on which a semiconductor element is mounted, wherein, on a resin-insulating layer that houses the semiconductor element, another resin-insulating layer and a conductor circuit have been formed sequentially with an electrical connection through a via hole between said semiconductor element and conductor circuit, wherein said semiconductor element is housed in a concave portion provided on the resin-insulating layer, and a metal layer, on which said semiconductor element is placed, is formed on the bottom of the concave portion; or a substrate on which the semiconductor element is mounted. As a result, a multilayer printed circuit board can be obtained on which an embedded semiconductor element is electrically connected through a via hole.","IBIDEN COMPANY","H05K"
2007,"The present invention relates to an electronic device comprising: \n - at least one first heat generating unit (40), \n - a housing (20) in which said at least one first heat generating unit is installed, \n - an airflow guiding structure adapted to guide cooling air through the housing for cooling said heat generating unit, \n - a first heat dissipating structure (50) coupled to said at least one first heat generating unit for dissipating the generated heat, \n wherein the airflow guiding structure is at least partly built by said first heat dissipating structure.","HARMAN BECKER AUTOMOTIVE SYSTEMS","H05K"
2007,"A combination assembly of LED and liquid-vapor thermally dissipating device (10) includes a liquid-vapor thermally dissipating device (11), a circuit board (19) and at least one LED unit (21). The liquid-vapor thermally dissipating device (11) includes a metal shell (12) with liquid and capillarity structures therein. The circuit board (19) is provided on the liquid-vapor thermally dissipating device (11). The LED unit (21) includes a heat transmission base (22) provided on the metal shell (12) of the liquid-vapor thermally dissipating device (11), a LED chip (23) provided on the heat transmission base (22), a package device (24) encapsulating the LED chip (23) and two transmitting plates (231) having ends electrically connected to the LED chip (23) and ends exposed out of the package device (24) and electrically connected to the circuit board (19). The heat of the LED unit (21) may be transmitted to the liquid-vapor thermally dissipating device (11) directly for heat transmission. The present invention provides a greater heat transmission efficiency.","TAI-SOL ELECTRONICS COMPANY","H05K"
2007,"A display apparatus, a fan unit and a fan speed control method thereof are provided. The display apparatus includes an image processing unit that performs image processing for an image signal; a display unit that displays an image based on the image signal; a fan unit that comprises a fan for discharging heat generated in the display apparatus; and a controller that controls the fan unit to adjust a rotation speed of the fan based on an attribute of the image displayed on the display unit.","SAMSUNG ELECTRONICS COMPANY","H05K"
1999,"A device for bringing an implement (1), such as e.g. an agricultural implement, from an operative position into a transport position, said device being provided with an arm (2) for adjusting the implement (1), which arm (2) is provided with a first hinge point (3) and a connecting element (4) for connecting the implement (1) to the arm (2), while the distance between the first hinge point (3) and a side of the implement in the transport position is smaller than the distance between the first hinge point (3) and the side of the implement in the operative position. <IMAGE>","MAASLAND","A01B"
2001,"The passive target detection system has a step with two independent acquisition sequences providing a series of measurements each a sequence of trajectories with a non null angle. A processing step carries out a statistical process allowing the determination of target speed and distance.","THALES","G01S"
2001,"An oversampling clock recovery method according to this invention generates non-uniform three-phase clock signals CLKa, CLKb, and CLKc having non-uniform intervals for one bit of an input data i and controls phases of the clock signals so that either phase of two edges of two-phase clock signals CLKb and CLKc having a relatively narrower interval of 57ps synchronizes with a phase of a transition point of the input data i. By changing clock signals to be phase-locked in three delay locked loops (DLLs), a phase interval of 57ps is formed. <IMAGE> <IMAGE> <IMAGE> <IMAGE> <IMAGE> <IMAGE>","NEC ELECTRONICS CORPORATION","H03K"
2001,"A dermatoscope (X) unit creates two images with different light (17, 17') polarization (24, 25), directivity, direction color, filtering or pressure on the zone (Z) examined.","L'OREAL","A61B"
2001,"The secret datum containing address of a program is combined to the physical datum of physical parameter network of an integrated circuit (10), and the combination result is stored. <??>Independent claims are included for the following: <??>(1) datum reading method; <??>(2) datum protection method; and <??>(3) integrated circuit.","STMICROELECTRONICS","G06F"
2001,"A second metal mask (13) having a reed screen part (13A) with a large number of fine slits (13a) arranged parallel with each other at very small intervals is disposed on a base plate (12) commonly used as a first metal mask having a number of windows (18) for restricting a deposition area. One end of the second metal mask (13) is fixed to the base plate (12) with a mask clamp (20) and the other end is fixed to a slider (23) by compression coil springs (30) to give a tension to the reed screen part (13A) of the second metal mask so as to maintain the slits (13a) in a straight state at specified pitches. Ultra fine patterns can be formed on the multiple faces of a substrate (17) by disposing the substrate (17) on the second metal mask (13) and performing deposition.","DNP (DAINIPPON PRINTING COMPANY)","H05B"
2002,"Method for communicating between at least two client processes (13, 23) running in a single or multi-processor computer system under different operating systems (11, 21), with a shared memory that is divided into working memory and addressable memory. The operating systems each manage their own system resources, but cannot communicate directly. Accordingly an area of memory is defined as a shared exchange memory that can be accessed by both operating systems.","BULL","G06F"
2003,"The crossbeam has an inertia part (12) and a geometrical stabilization part (14) longitudinally divided into two parts (14a, 14b) at a side and opposite side of a hood, respectively. The parts (14a, 14b) are projected from the stabilization part such that force equivalent to collision of a pedestrian with the hood is transmitted towards a part (14b) by deforming the inertia part and the part (14a). An independent claim is also included for a support of a cooling module of a motor vehicle.","COMPAGNIE PLASTIC OMNIUM","B62D"
2003,"The strip (1) has snap fitting flaps (4) cooperating with internal edge (5) provided on a bumper face bar (2) of a motor vehicle to maintain the strip on the face bar in intermediary and utilization positions. The flaps are conformed in a manner such that at constant temperature the angular displacement of each flap is high when the strip is in intermediary position than in the utilization position. An independent claim is also included for a layer of a bumper face bar comprising internal edge intended to cooperate with flaps.","COMPAGNIE PLASTIC OMNIUM","B60R"
2003,"The device has a container with a product, and an application unit with an apron (22) extending along an axis. The apron has an outer side (40) in contact with an outer apron (17) of a support of the container, and an inner side (41) in contact with a vent (19) of the support, before one complete revolution of the apron around the axis. A closing system has an annular sealing lip fixed on an inner side of the apron (17).","L'OREAL","B65D"
2003,"The actuator has an electric motor (28) with a stator (28a) disposed inside a rotor (31) of the motor. The rotor is assembled on a nut (42) of a screw (43) such that the screw drives an output shaft (23) of the motor in translation when the rotor is in rotation. The nut has an inner diameter greater than an outer diameter of the electric motor. The motor has an axis (28b) aligned with an axis (26) of the output shaft. An independent claim is also included for a motor vehicle axle including an actuator.","RENAULT","B62D"
2004,"The handle has a lever (2) with an appendage (5), penetrating in a frame (1), connected to a rocker wheel (7) that has a blocking device (10) cooperating with a pendulum (11) of an inertial safety device. The wheel is mounted on a shaft (12) to move the wheel along a rotational axis with respect to the frame for coupling or uncoupling the appendage with a tooth (6) of the wheel with the help of a coupling mechanism with a screw. An independent claim is also included for a process to mount a handle on a door of a motor vehicle.","VALEO","E05B"
2004,"A treatment kit comprises a composite structure capable of being made electroconductive and comprising an active substance intended to exercise and effect on the zone to be treated and an electric exciter comprising two electrodes consolidated into a graspable object allowing them to be contacted simultaneously with an exterior face of the composite structure to pass an electric current into it. A treatment kit comprises a composite structure capable of being made electroconductive and comprising an active substance intended to exercise and effect on the zone to be treated and an electric exciter comprising two electrodes consolidated into a graspable object allowing them to be contacted simultaneously with an exterior face of the composite structure to pass an electric current into it. The electric exciter and composite structure are so organized that the electrode can contact the structure without significant contact with the active substance. The composite structure is a patch, mask or towel. Independent claims are included for (1) an electric exciter comprising a battery or storage battery and a head which can be solidarized rigidly with them holding two electrodes, immobile with respect to one another, which can be simultaneously contacted with a composite structure; (2) a electric exciter additionally comprising a means of vibrating the electrodes controlled by a selector; (3) a method of cosmetic treatment of a zone of the skin comprising application of the composite structure to the skin and contacting it with the electric exciter.","L'OREAL","A61N"
2004,"The machine has a light source (5) arranged parallel to a conveyor (3) along a side. A matrix array camera (7) captures an image of a bottle, when the object passes in an effective angular field (8) of the camera. Edges (13) of the angular field pass at a distance from an end of the light source lesser than maximum dimension of the bottle, in a plane parallel to an advancement plane of the conveyor.","IRIS - INSPECTION MACHINES","G01N"
2005,"The present invention relates to a method for producing a 5'-nucleotide-containing soy sauce characterized in that , in a soy-sauce producing method, malt, germinated rice, or a processed product thereof is added to soy sauce moromi mash with phosphatases derived from microorganisms being inactivated, thereby producing and accumulating 5'-nucleotides; and a 5'-nucleotide-containing soy sauce obtained according to the method.","KIKKOMAN CORPORATION","A23L"
2006,"The device for molding bread dough pieces into pancakes/bread rolls, comprises a unit (3) for loading dough pieces in the device, first and second rolling cylinders (4a, 4b) laid out in parallel with one another, an element (11) for rolling a crust into a roll, a unit for orientation of the pieces towards an exit of the device, and a third cylinder arranged to continue the rolling of wafer after the passage of the pieces between the first and second cylinders and arranged in a rotational movement by a drive motor. The device for molding bread dough pieces into pancakes/bread rolls, comprises a unit (3) for loading dough pieces in the device, first and second rolling cylinders (4a, 4b) laid out in parallel with one another, an element (11) for rolling a crust into a roll, a unit for orientation of the pieces towards an exit of the device, and a third cylinder arranged to continue the rolling of wafer after the passage of the pieces between the first and second cylinders and arranged in a rotational movement by a drive motor. The first and second cylinders are arranged in a rotational movement in an opposite direction from one another by a first rotary engine whose axis is coupled with the cylinders by a first connecting means (6). The element includes a first belt (8) forming a loop around two first rollers (9a, 9b) that are laid out parallel to the first and the second cylinders. One of the two first rollers is arranged in a rotational movement by a second engine. The element is disposed parallel to the belt at a selected distance between the cylinders. The orientation unit comprises a first bearing and a second bearing arranged to move between the positions respective to the rotation axis by swivelling. Plate is intended to move between vertical and horizontal positions of the wafer of the device via a second connecting means. A second belt forming a loop around two second rollers is disposed parallel to the first belt and is arranged in a rotational movement in opposite direction of the two first rollers.","JAC","A21C"
2005,"The device has shoe connecting elements with respective jaws (2, 12) for fixing an anterior part of a shoe and another part of the shoe arranged behind the former part to exert a control function of a glide board. A torsion spring of a shoe returns towards the glide board and is mounted on a rotation axle (21). The elements are distinct and animated in rotation with respect to each other around the axle. One of the elements is connected to the device in a zone arranged in front of a jaw (12).","SKIS ROSSIGNOL","A63C"
2006,"The invention relates to an internal combustion engine, and a method for an internal combustion engine with at least one cylinder (1), at each of which at least one spark providing device (3) for ignition being provided. The engine is operated, in connection to a start procedure of the engine, in a controlled self-ignition mode comprising at least one controlled combustion without spark ignition (105). The controlled combustion without spark ignition (105) can comprise homogeneous charge compression ignition (HCCI). The invention will significantly reduce the risk of engine knocking at a hot start of the engine.","FORD GLOBAL TECHNOLOGIES","F02D"
2005,"The knob has a support (3) with a plate (7) having radial extension for off-centered reception of a wiper (4), a sleeve (13), and a housing. The sleeve and the housing have an axial extension cooperating with a finger (14) and another sleeve of another support. The sleeves, finger and housing have undercuts, pins and inner ribs for coaxial connection in rotation with one another. The sleeves, finger, housing are guided in rotation on a body (16).","VALEO SYSTEMES THERMIQUES","H01H"
2005,"The method involves estimating a rotation speed and incidence of a projectile in a yawing plane by a kalman filter (43) based on measures of rotation speed in a semi-connected mark. A component is estimated by another kalman filter (44) based on a component in the plane from angular difference measured by a deviation indicator, and the estimation carried by the filter (43). Another speed and another incidence of the projectile in a pitching plane are estimated by the filter (43), and another component is estimated by the filter (44) based on a component in the pitching plane. Independent claims are also included for the following: (1) a device for determining rotation speed of a line connecting a projectile to a target (2) a projectile guiding device comprising a device for determining the rotation speed of a line connecting a projectile to a target.","TDA ARMEMENTS","F41G"
2005,"The method involves reading an aggregation closure event and digital data to be aggregated, in a storage unit (15) defining an aggregation triggering event. Occurrence of the triggering event is detected. Occurrence of the closure event is detected. A digital data captured between the occurrences of the triggering and closure events is aggregated. The aggregated digital data is transmitted to a processing server (9) by using a mobile telecommunication network (7). The events are defined by the identification of a queue associated to one of data entry devices (3a - 3c) e.g. stylus. Independent claims are also included for the following: (1) a data processing system comprising a data processing device (2) a computer program product comprising program code instructions for the implementation of a data processing method, when the program is loaded and executed in a computing system.","ORANGE","G06F"
2005,"The method involves determining obstacles (5, 6) e.g. hill, present in an initial cone of confusion (4) using a cartographic database connected to a calculator (12) calculating an observation direction (A) of a sensor and solid angles of the cone of confusion. The angles covering the obstacles are evaluated and a reduced cone of confusion (9) is calculated using the calculator by subtracting the angles, not covering the obstacles, from the cone of confusion (4). An independent claim is also included for a device implementing a method for detecting a hostile.","NEXTER SYSTEMS","G01S"
2005,"The method involves arranging an aerodynamic structure (15) on a convertible vehicle (10), above a zone (16) of a cab interior (7), in an active utilization position. The shape, the position in space and an inclination of the structure are determined or adjusted with respect to a body shell (3) of a convertible vehicle, where the structure is movable between a front seat row (90) and a rear seat row (9) in the active position. The structure is arranged away from the top of the cab interior in an inactive position.","HEULIEZ","B60J"
2005,"The method involves dividing information to be transmitted into a series of consecutive segments. Entry of a terminal in a coverage area is signaled by a presence signal, and exit of the terminal from the coverage area is signaled by an absence signal, where the area is covered by a relay station. Transmission of a segment of the information between the terminal and the station is conditioned by a prior reception of the presence signal and by the reception of an acknowledgement relative to the transmission of the segment. Independent claims are also included for the following: (1) a network infrastructure comprising a relay station connected to a central site (2) a relay station of a communication network constituted by coverage areas.","ORANGE","H04W"
2005,"The container has a drum (1) receiving a welding wire coil and comprising conical, tapered, or pyramidal inner wall (15) formed of oblique pieces (17). A wire retaining device (2) is positioned in the drum for being supported on the coil. The device has a rigid central disc (6) with a central orifice across which the wire passes. The disc carries flexible and deformable peripheral expansions (7) projecting beyond the edge of the disc. An independent claim is also included for an automated arc welding apparatus comprising arc welding torch fed with a fusible wire from a packaging container.","AIR LIQUIDE WELDING FRANCE","B23K"
2005,"The manifold has a plenum connected to inlet valves and divided into lower part (5) and upper part (6). The upper part is integrated to a part of air intake ducts and the lower part is integrated to another part of the ducts. The upper part and lower part of the plenum are connected with respect to each other by a hinge (7). The plenum has a sealing joint situated between the lower part and upper part. An independent claim is also included for a motor vehicle comprising an air intake manifold.","PEUGEOT CITROEN AUTOMOBILES","F02M"
2005,"The door has a case (2) provided with an outer panel (1) and an inner panel, where the case is connected between the panels in a lower part (7) of the door by a base wall. The base wall extends transversally with respect to the panels. The lower part is reinforced by a U-shaped transversal section metallic element (4) that is made of pressed aluminum, where the reinforcement element is a folded steel sheet having thickness of two millimeters.","RENAULT","B60J"
2005,"The arrangement has an outer covering (9) for covering an inner structure of a cab interior element, where the outer covering has a cut (8). The outer covering forms an opening and deprived of integration with the inner structure on a periphery (10) part of the cut. A flat object (13) locking system is placed between the outer covering and the inner structure on the periphery part to form a storage unit (7). A decoration forming part (11) is inserted inside the cut to hide the inner structure.","RENAULT","B60R"
2005,"The circuit comprises two rectifiers comprising inputs and outputs connected in series to the phases of an alternator (4). A switch short-circuits the output of the second rectifier and a part of its inputs. A controller controls the switching of the switch to regulate a rectified voltage delivered by the circuit (2). The switch system enables voltages across terminals of the phases of the alternator to be rectified. It also enables voltages between phases to be rectified. Independent claims are included for (1) electricity production circuit assembly; (2) method of powering a motor; (3) method of regulating a voltage.","MOTEURS LEROY-SOMER","H02J"
2005,"The gearbox has a double clutching device (100) rotatively connecting idle pinions (81, 82) with a secondary shaft (50) to obtain first and reverse gears respectively. An auto assisted conic coupler (101) rotatively connects idle pinions (83, 84) with the shaft (50), to obtain sixth and fourth gears respectively. An auto assisted conic coupler (102) rotatively connects idle pinions (93, 94) with the shaft (60), to obtain fifth and third gears respectively. An auto assisted conic coupler (103) rotatively connects an idle pinion (25) with a main shaft (20), for obtaining a second gear.","RENAULT","F16H"
2005,"The envelopment part (2): has a curved form of an end longitudinal with the other; has a concave form on the level of its face intended to be applied against tuberosities; is formed by a cockle; and is dimensioned to extend up to the level from metaphysical faces (101) of humerus (100). The width of the median zone of the envelopment part is gradually reduced in direction of the longitudinal ends. The maintenance parts (3) are formed by a slightly elastic structure of the envelopment part. The envelopment part is in a form of flexible open network material which includes nickel-titanium alloy/stainless steel wire extending from the longitudinal end to another envelopment part and converging towards the others on the level of the longitudinal ends. An independent claim is also included for prosthesis of shoulder using osteosynthesis device.","GROUPE LEPINE","A61F"
2006,"The structure has a substrate (10), and a thin deformable elastic membrane (12) suspended above the substrate and integrated to the substrate at its periphery. A seismic mass (M) is suspended above the membrane and is connected to the membrane by a central pin. Capacitive interdigited combs are distributed around the mass and comprise movable armatures (AF1, AF3) integrated to the mass and fixed armatures (AM1, AM3) integrated the substrate.","CEA (COMMISSARIAT A L'ENERGIE ATOMIQUE)","G01P"
2006,"The device for cooling a food product, comprises an internal enclosure in which the products are positioned using a moving support (3), and a cool air generation unit to flow air in a direction of an upstream side of the support. The support is open to allow a passage of cool air flow, and comprises a grid to receive food products. A turbulence means is located at a vicinity of a side of the support in which the side is opposite to the upstream side of the support. The turbulence means comprises wall on which the air flows, where the wall is present to create swirl. The device for cooling a food product, comprises an internal enclosure in which the products are positioned using a moving support (3), and a cool air generation unit to flow air in a direction of an upstream side of the support. The support is open to allow a passage of cool air flow, and comprises a grid to receive food products. A turbulence means is located at a vicinity of a side of the support in which the side is opposite to the upstream side of the support. The turbulence means comprises wall on which the air flows, where the wall is present to create swirl, a guiding unit to allow the flow of air in turbulence towards a lateral side of the support, and series of chutes, which are stretched transversely by linked with the support. The series of chutes are present in a form of U, V, parabolic, semi-circle and semi-ovid, are regularly distributed under the support, and are constituted by a series of fold on a metallic sheet. The cool air generation unit comprises a chamber in which the cool air blows, where the chamber is equipped with slits to generate the cool air flow. The cool air generation unit is placed above the support and turbulence means is placed below the support.","CIMS","F25D"
2006,"The oven has a gas burner (9) to heat a cooking chamber (2), and a grill element (10) e.g. electric grill, mounted on the chamber. A solenoid valve is mounted upstream of the chamber on a gas supplying pipe (22). A control unit (15) controls closing and opening of the valve for supplying the gas. An electric ignition unit (14) e.g. incandescent element, ignites the burner. The unit (15) controls the unit (14) adapted to select a cooking mode (23) to ignite and maintain the unit (14) during a cooking cycle. The unit (14) ignites/switch off the element to regulate temperature of the chamber. An independent claim is also included for a method for igniting a gas burner in a domestic gas oven.","BRANDT INDUSTRIES","F24C"
2003,"The device is for extracting electronic components (8, 8', 8'') from a tube (7), the electronic components being extracted from the tube (7) using pneumatic unit. The device used to extract electronic components from a tube (7) comprises (i) a pneumatic system for the extraction of electronic components from the tube (7) and (ii) a device, which is used to supply electronic components to a processing line (9), comprising one such extraction device.","ISMECA SEMICONDUCTOR HOLDING","H05K"
2006,"Cosmetic composition (I), for making up and/or caring for keratin materials, comprises: at least one polyolefin with a melting point of less than or equal to 40[deg]C; and fumed silica particles, where (I) dose not flow under its own weight and has a hardness of less than or equal to 30 g, measured at 20[deg]C. An independent claim is included for the preparation of (I) comprising structuring the polyolefin with fumed silica particles as structuring agents.","L'OREAL","A61K"
2006,"The chute has a main body forming a channel (10) in which electrical cables are inserted. A male fixation element (17) is formed by a rectilinear pin with a base and a pointed free end. The element penetrates in an orifice provided in a clutch casing of a vehicle. A blade is laterally deployed from the base in direction of the pointed free end and pin. The blade is supported against an external wall surrounding the orifice of the casing.","RENAULT","B60R"
2006,"The fence has welded trellis panels fixed on a post, where the panels are constituted of two sets of yarns. The yarns are intersected and welded between the panels. The two sets of yarns are maintained at a distance, whose value is equal to a thickness of the post, for partially housing the post. A semi cage (4) is formed at each end of the panels by positioning a stop (6) at a specific distance from a vertical edge (5) of the yarns, where the distance is equal to half of width of the post.","SAUTEJEAU JEAN PIERRE","E04H"
2004,"The present invention provides methods and kits for detecting susceptibility to, or the incidence of, cervical cancer in a sample comprising determining the RNA expression levels of the ESR1 gene, optionally as part of a panel of genes.","ONCOMETHYLOME SCIENCES","C12Q"
2007,"The wheel has a connection device (4) for connecting a rim to a hub (3) and provided with a spoke (5) associated with a head. The hub defines a groove for accommodating a portion of the spoke in a plane perpendicular to an axis (X-X') of the wheel and along a direction tangential relative to the hub. The hub defines a stop along the tangential direction for supporting the head, and defines a return unit for returning the head along radial direction when the spoke is tangentially oriented relative to the hub.","SALOMON","B60B"
2007,"The apparatus (9) has an electronic control and regulation computer (3) receiving signals related to monitored parameters of a turbine engine (1). An alarm unit (4) is controlled by the computer via an analog connection (8) when an event occurs to diminish lying safety of a rotorcraft. The alarm unit is activated when maintenance is undertaken on the turbine engine, where the turbine engine is utilized in an abnormal manner. The alarm unit is visually arranged in a cockpit of the rotorcraft. An independent claim is also included for a method for controlling and regulating a turbine engine.","EUROCOPTER","B64D"
2007,"The element has a chassis equipped with stringers (5) comprising support parts (6) for supporting ends of dynamic profiles (11) such as fiberglass tubes, where the profiles allow to install or un-install any of the stringers when the chassis is mounted. The support parts are open notches (10) supporting the profiles along longitudinal direction of a linear tumbling track. The chassis has lateral stoppers (7) for laterally containing the profiles with respect to the chassis, and a pressure unit (12) is made by a linear sheathed elastic material passing through fastening units (13).","JANSSEN-FRITSEN HOLDING","A63B"
2007,"The device i.e. tie rod (1) has two rigid rods (2, 3), where one of the rod is fixed to a vibrating element i.e. cradle, of an engine and another rod is susceptible to the support i.e. frame, of the vehicle. Adjacent parts (7) of the rods are coated by elastic i.e. elastomer, body in order to permit relative displacement between the adjacent ends. A reinforcement unit i.e. stud, is disposed in the body without contacting the rods.","ANVIS SD FRANCE","F16F"
2007,"The wheel (1) has a spoke (7) i.e. double spoke, connecting a rim (3) to a hub (5), and made of composite material. The spoke comprises a connection device i.e. plate, enabling a reversible connection with the hub, where the device is partially incorporated within the spoke by co-molding with the spoke. The connection device is maintained between two longitudinal outer surfaces of the spoke, and comprises two superimposed composite layers on a surface of the device. The device comprises a longitudinal groove for housing at a composite layer of the spoke.","SALOMON","B60B"
2008,"The pipe (2) has a regular polygonal cross-section comprising sides (3, 5-7), where a pitch of the twisted pipe is of 0.5 to 2.0 meters. The twisted pipe is extended through a non-twisted end piece of polygonal or circular section, so as to be connected to a gutter (1). A rectangular sheet is folded along longitudinally sides i.e. edges (8, 10-12), for bringing longitudinal edges of the sheet in side by side. An independent claim is also included for a method for manufacturing a down pipe for rainwater.","BOUCHE, JEAN-MARC","B21C"
2000,"Two or more Neisserial proteins (e.g. A and B) are expressed as a single hybrid protein which can be represented simply by the formula NH 2 -A-B-COOH.","NOVARTIS VACCINES AND DIAGNOSTICS","C12N"
2007,"The system has a physical connection (6) e.g. electromagnetic connection, for transmitting efforts between parts (2, 4), and a control loop controls frequency of the connection. The loop has a measurement unit (10) for measuring a distance separating the parts. A low pass filter (12) filters variation of the distance and conserves the variation of the distance in a frequency band fixed by the filter. A comparator (14) compares filtered values with a set point. The loop controls the connection such that the connection only transmits the efforts in given frequency band. An independent claim is also included for a method for controlling a wireless connection between parts.","CEA (COMMISSARIAT A L'ENERGIE ATOMIQUE)","F16F"
2007,"The antenna (4) has a fixed direction communication device arranged along channels of desired wavelength microwave signal. A rectangular section waveguide is provided with a large face that is drilled by a set of rectangular slits (5), whose large dimension (D) is lower than half-length of waves of the microwave signal, where spacing (E) between center of successive slits is near to the half-length of waves of the microwave signal propagated in the waveguide.","ALSTOM TRANSPORT","H01Q"
2007,"The device (1) has an upper connection piece e.g. upper connection wedge (14), and a lower connection piece e.g. lower connection wedge (15), connected by an intermediary of fixation units (16) e.g. bolt. Each connection piece includes an inclined face (17) presenting acute angle with opposite faces. The connection pieces are mounted in respective openings of a plate (13) of equipment (4). The opposite face has length significantly lower than length of secondary faces of a frame (3) of agricultural machinery.","KUHN-HUARD","A01B"
2007,"The method involves storing a firmware in a removable memory support (2) e.g. secure digital card, where the firmware is specific to a storage module i.e. central unit module (10), and an intelligent optional module (20) e.g. communication module, of a programmable logic controller (1). The firmware is downloaded in non volatile memories (12, 13, 22) e.g. flash memories, of the modules using a master loader component (14), from the support inserted in a housing (11) of the module (10). The firmware storage is carried out using a file transfer protocol. An independent claim is also included for a system for downloading a firmware in a programmable logic controller.","SCHNEIDER ELECTRIC","G06F"
2007,"Treating an implant comprising protein-based substrate involves (A) treating protein-based substrate with a compound containing at least one aldehyde group; (B) treating substrate with a compound containing a borohydride; and (C) treating substrate with a derivative containing a silane group.","LABORATOIRES PEROUSE","A61L"
2007,"Preparing ceramic comprises mixing a compound (50-75 mass.%) to form a conductive phase, and one or more several material to form insulating phase comprising silicon nitride and silicon oxynitride modified after heat treatment leading to a sintering of ceramic, in a container having a liquid; carrying out a operation of grinding, drying and sieving the mixture; pressing the mixture; and sintering of the mixture to obtain a ceramic having a porosity of 0-30%, where the sintering is carried out under pressure of 50 bars of non-reactive gas. Independent claims are included for: (1) a sintered ceramics, obtained by the process; and (2) a spark plug having high energy-low voltage, comprising the ceramic between the electrode of the plug.","MEGGITT (FRANCE)","C04B"
2007,"The prosthesis (10) has a lattice (12) deformable between a retracted state of small diameter and an expanded state of larger diameter, where outer hooks (18, 19) are delimited between the states. A clamp (16) is engaged in an outer tissue. The hooks are carried by the lattice, and moved between a spaced-apart position in which the clamp is open and a closer-together position in which the clamp is closed. A guiding member (20) is provided for moving the hooks during deformation of the prosthesis, where the guiding member delimits a guide passage in which the hooks is engaged. An independent claim is also included for a blood vessel treatment kit comprising a tube for delivery of the body delimiting a conduit for confinement of the prosthesis in a retracted state.","LABORATOIRES PEROUSE","A61F"
2007,"The device i.e. digital set top box (101), has a customization unit (119) to customize the device according to customization parameters depending on a territory. A connection unit connects the device to a service platform type remote server (108) via a digital data receiver (116), where the server transmits information to the device in case of a successful connection. A programmable memory (112) e.g. Flash memory, has a switching unit (120) to switch the device to a local configuration mode in case of connection failure, where the mode allows a user to select the territory. An independent claim is also included for a method of configuring a video sequence restoring device.","SAGEM COMMUNICATIONS","H04L"
