"APPLN_AUTH","APPLN_ID","EARLIEST_FILING_YEAR","APPLN_ABSTRACT","IPC4","PSN_NAME"
"EP",56078,2001,"The present invention related to a far field light microscopical method for analysing at least one object having a subwavelength size in at least one spatial direction to obtain spatial information of the object, in particular size and topology thereof, comprising the steps of: \n - labelling the object(s) with a plurality of suitable optical markers, each optical marker having a distinct spectral signature; \n - providing illumination light to at least partially illuminate the object(s); \n - subjecting the object(s) to the illumination light; \n - detecting an optical response of the object(s); \n - obtaining spatial information of the object(s), \n wherein the step of labelling the object comprises labelling a plurality of elements (E1, E2, E3...E N ) of the object, each element having a subwavelength size, such that each of the elements (E1, E2, E3...E N ) is randomly labelled \n such that all elements (E1, E2, E3...E N ) in the plurality are labelled with different optical markers; or \n such that at least two one pair of elements is labelled with the same optical marker and all pairs of elements labelled with the same optical marker in the plurality are labelled with different optical markers.","G01N","RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG"
"EP",56079,2004,"Devices and methods for accessing and closing vascular sites (114) are disclosed. Self-sealing closure devices (2) and methods are disclosed. A device (2) that can make a steep and controlled access path into a vascular lumen (114) is disclosed. Methods for using the device (2) are also disclosed.","A61B","ARSTASIS"
"EP",56080,2003,"Compositions, equipment, and methods for prognosing, diagnosing, preventing, or treating colon cancer. Colon cancer genes that are differentially expressed in colon cancer tissues relative to disease-free tissues are identified. Examples of these genes are illustrated in Tables 1-5. Colon cancer genes of the present invention and their encoded products can be used as markers or prophylactic or therapeutic agents for the detection or treatment of colon cancer.","G01N","WYETH"
"EP",56081,1995,"The invention provides fast and highly accurate mass spectrometer based processes for detecting a particular nucleic acid sequence in a biological sample. Depending on the sequence to be detected, the processes can be used, for example, to diagnose a genetic disease or chromosomal abnormality; a predisposition to a disease or condition, infection by a pathogenic organism, or for determining identity or heredity.","G01N","SEQUENOM"
"EP",56083,2007,"A CPU (134) of a body composition measuring apparatus (100) drives a navel position indicator (118) so that it emits light. The height of a frame (114) is adjusted so that a beam of light from navel position indicator (118) irradiates the navel of a human subject (10). Plural sensors (106) are mounted on the frame (114), and each sensor measures a distance from the sensor to a position to be measured, whereby the abdominal width (X) of the human subject (10) is determined. Subsequently, CPU (134) obtains measured values of weight (W) and bioelectrical impedance (Z). CPU (134) then reads an equation for calculating the visceral fat area and estimates the visceral fat area (Y) based on the measured abdominal width (X), weight (W), bioelectrical impedance (Z), and the equation.","A61B","TANITA CORPORATION"
"EP",56085,2008,"A predetermined display image is displayed on a display device, and a hue of the display image corresponding to an input position obtained from a pointing device is obtained. A predetermined range having the obtained hue at a center thereof is set as a conversion target range, and at least one of saturation, brightness, and hue is changed with respect to a pixel of the display image which has a hue within the conversion target range to display a resultant image on the display device.","H04N","NINTENDO COMPANY"
"EP",56090,2003,"A method of encoding moving pictures using a plurality of quantization matrices. The method involves selecting one of the plurality of quantization matrices in consideration of an at least one characteristics of an input image; transforming the input image; and quantizing the transformed input image using the selected quantization matrix.","H04N","SAMSUNG ELECTRONICS COMPANY"
"EP",56091,2003,"A method of encoding moving pictures using a plurality of quantization matrices. The method involves selecting one of the plurality of quantization matrices in consideration of an at least one characteristics of an input image; transforming the input image; and quantizing the transformed input image using the selected quantization matrix.","H04N","SAMSUNG ELECTRONICS COMPANY"
"EP",56093,2007,"Methods and systems are described for fast deletion of database information. An example method may obtain a request to delete a plurality of data items satisfying a first condition from a database, and request a retrieval of a first database item from a first predefined storage block associated with the database based on a query including a negation of the first condition. It may be determined whether the first database item is retrieved from the first predefined storage block in response to the requesting the retrieval of the first database item from the first predefined storage block. When it is determined that the first database item is not retrieved, deletion of the first predefined storage block may be requested, else deletion of each one of the plurality of data items satisfying the first condition from the first predefined storage block may be requested.","G06F","SAP"
"EP",56094,2007,"Systems and methods for fractionating red blood cells into age-specific groups are disclosed herein. A method of fractionating red blood cells into age-specific groups includes establishing a solution density gradient in a capillary channel (102), applying the sample to the capillary channel (104), and centrifuging the sample in the capillary channel (106), thereby separating the components of the sample by density (108).","G01N","HEWLETT-PACKARD DEVELOPMENT COMPANY"
"EP",56095,2007,"For measuring a brain local activity, a predetermined frequency bandwidth wider than a frequency bandwidth of alpha waves of scalp potentials is divided into a predetermined number of frequency banks each having a fixed frequency width, data of each divided frequency bank is divided into segments of a predetermined duration on a time axis, a Z-score of the subject is determined from a first mean value of normalized power variances determined for the segments and a second mean value of normalized power variances predetermined in the same manner as the first mean value for a predetermined normal person group and a standard deviation of the normalized power variances in the group, and a mean value of the Z-scores determined over all of the frequency banks is mapped on a brain surface for each sensor, whereby a template of a specified brain disorder and likelihood of a subject to a specified brain disorder are calculated.","A61B","BRAIN FUNCTIONS LABORATORY"
"EP",56099,2003,"A method of encoding moving pictures using a plurality of quantization matrices. The method involves selecting one of the plurality of quantization matrices in consideration of an at least one characteristics of an input image; transforming the input image; and quantizing the transformed input image using the selected quantization matrix.","H04N","SAMSUNG ELECTRONICS COMPANY"
"EP",56100,2007,"An auto repair method of system configurations using single key control is described. First, a press mode of a computer power key is detected. Next, a repair item represented by the press mode is determined, and then a corresponding system configuration repair procedure is executed, so as to update the system configurations, restore settings, or clear system configuration settings recorded in a CMOS storage. Thus, a boot process is executed normally after the update/restore.","G06F","GIGA-BYTE TECHNOLOGY COMPANY"
"EP",56103,2004,"Acetylcholinesterase inhibitors, such as galantamine, have been found to be useful in the topical treatment of skin diseases and skin problems, in which the treatment is for wound healing.","A61K","SNORRASON, ERNIR"
"EP",56105,2002,"Process for the manufacture of compounds of the following general formula (II): \n wherein R x represents a group selected from COOCH 2 CH 3 , SO 2 CH 3 , CONHCH 3 , and COCH 3 , \n comprising the step of reacting the corresponding primary amine compound with a compound of the general formula R x -X wherein X is a leaving group.","C07D","MERCK & COMPANY"
"EP",56115,2008,"The present invention relates to optimum filters in the context of video coding based on differential pulse code modulation. It is the particular approach of the present invention to provide two filters that operate independently of each other on the prediction signal and the (quantized prediction) error signal, rather than a single filter operating on the reconstructed signal, i.e., the sum of the prediction signal and the error signal. In this manner, different statistical properties of the prediction signal and the error signal can be taken into account, resulting in improved coding efficiency due to lower prediction and/or reconstruction errors.","H04N","PANASONIC CORPORATION"
"EP",56116,2002,"Methods of treating or inhibiting ischemia and reperfusion injury are provided.","A61K","GOTTLIEB, ROBERTA"
"EP",56118,2007,"In an exemplary embodiment of the present invention, a TBS (Transport Block Size) determination apparatus includes CQI (Channel Quality Indicator) value setting means for setting a CQI value which is transmitted from a UE (User Equipment) which communicates based on a packet transmission standard HSDPA (High Speed Downlink Packet Access); TBS acquiring means for acquiring a TBS by referring to a CQI mapping table based on the set CQI value; BLER (BLock Error Rate) setting means for setting a BLER before, simultaneously, or after the setting a CQI value, and before, simultaneously, or after the acquiring a TBS; and TBS changing means for changing the TBS based on the BLER.","H04L","NEC CORPORATION"
"EP",56120,2002,"The present invention relates to a semiconductor light emitting device comprising a sapphire substrate 11; a u-GaN layer 12 that is formed on top of the substrate 11 and that comprises a plurality of concave portions 121 formed into band-like shapes with predetermined intervals therebetween; a regrown u-GaN layer 13 formed on the u-Ga layer 12; a layered structure that is formed on the u-GaN layer 13 comprises an n-GaN layer 15, an active layer 16, and a p-GaN layer 19; an n-type electrode 24 formed on the n-GaN layer 15 exposed by removing a potion of the layered structure; and a transparent p-type electrode 20 formed on the p-GaN layer 19, wherein the p-type electrode 20 is an emission detection surface, and an air layer S is formed between the bottom surface of the u-GaN layer 13 and the concave portions 121.","H01L","PANASONIC CORPORATION"
"EP",56124,2007,"An apparatus (1) for processing information includes a memory device (13) and a controller (10). The controller (10) is configured to: access to a memory area in the memory device (13) where information about a location of data including a computer program is stored; store contents of the memory area as a first inspection code into a first memory area of the memory device (13); at predetermined timing, access to a memory area in the memory device (13) where latest information is stored; store contents of the memory area as a second inspection code into a second memory area; compare the first and second inspection codes; if the second inspection code does not agree with the first inspection code, output an error signal indicating inconsistency between the first and second inspection codes; and if the second inspection code agrees with the first inspection code, perform verification of the computer program.","G06F","UNIVERSAL ENTERTAINMENT CORPORATION"
"EP",56133,2007,"A condensation particle counter is capable of efficiently measuring the number and size of fine particles. The condensation particle counter includes a saturator (10), a condenser (20) and an optical particle counter (30). The saturator (10) is designed to generate a saturated gas by saturating a gas in which fine particles are suspended with working fluid. The condenser (20) is connected to a downstream side of the saturator to condense the saturated gas so that liquid droplets can grow around the fine particles. The optical particle counter (30) is connected to downstream sides of the condenser to optically detect the liquid droplets supplied from the condensers. The condenser (20) has a condenser tube (21) for interconnecting the saturator (10) and the optical particle counter (30). The present condensation particle counter can use water as working fluid and also can optically measure fine particles in an easy and accurate manner by forming or installing an inner surface of a condenser tube with a hydrophilic tube (23).","G01N","AHN, KANG HO"
"EP",56221,2008,"The invention relates to an apparatus for generating a scannable optical delay for a beam of light and an apparatus for Fourier domain optical coherence tomography having said apparatus for generating a scannable optical delay in its reference arm. The light beam is directed to a pivotably driven mirror from where it is reflected to a fixed mirror, and from there back retro reflected along the reference arm. Lends optics are provided to ensure accurate optical alignment in a several pivot positions of the pivotably driven mirror.","G01N","OPTOPOL TECHNOLOGY"
"EP",56245,2007,"A receiver configured to receive a first command that contains a predetermined code string and a second command that does not contain the predetermined code string from a host computer. A first command analyzer configured to analyze and process only the first command received by the receiver. A buffer configured to temporarily store at least the second command received by the receiver. A second command analyzer configured to analyze and process the second command stored by the buffer. A sound generator configured to generate a sound when the first command analyzer analyzes the first command and determines that the first command includes a sound generating command. The first command analyzer analyzes the first command before the buffer temporarily stores the second command.","H04N","SEIKO EPSON CORPORATION"
"EP",56264,2002,"There has been a problem of necessitating a complicated work for establishing a connection capable of intercommunication between a computer as server and a projector as client. When a connection is established between a server 20 and projectors 301 through 30n, a communication command is issued according to UDP-based broadcasting to retrieve connectable projectors 301 through 303. Thereafter, the projector 301 to be connected is selected and is assigned an IP address to establish the connection. In this manner, a user can easily obtain a connection environment capable of intercommunication between the server 20 and the projector 301. A TCP/IP communication command is used to input or output image data, ensuring reliable transmission. Since the authentication can be provided using a keyword projected during the connection establishment, it is possible to prevent an unauthorized access to the projector 301 by an outsider.","G06F","SEIKO EPSON CORPORATION"
"EP",56269,2008,"Microdrive for use in neurophysiological research of animals, particulary for use in mice, comprising: \n - at least two elongate electrodes for measuring field potentials from nervous tissue; \n - electrode adjusting means for adjusting the depth of each of the electrodes in the nervous tissue; and \n - a body for holding the electrode adjusting means, \n wherein the electrodes comprise upper parts held in the electrode adjusting means and lower parts forming a bundle arranged for insertion in the animal, \n wherein the electrodes extend substantially parallel and linear over their entire length.","A61B","UNIVERSITEIT VAN AMSTERDAM"
"EP",56278,2005,"A method for calibrating impedance includes coupling at least first, second, and third electrodes at respective locations to a surface of a body of a subject. A first current passing through the body between the first and second body-surface electrodes is measured, and a second current passing through the body between the first and third body-surface electrodes is measured. From the first and second currents, a contact factor is derived that is indicative of the impedance between at least one of the body-surface electrodes and the surface of the body. Also described are methods for sensing the position of a probe and for detecting tissue contact based on a relation between currents from the probe to body-surface electrodes.","A61B","BIOSENSE WEBSTER"
"EP",56279,2005,"A method for calibrating impedance includes coupling at least first, second, and third electrodes at respective locations to a surface of a body of a subject. A first current passing through the body between the first and second body-surface electrodes is measured, and a second current passing through the body between the first and third body-surface electrodes is measured. From the first and second currents, a contact factor is derived that is indicative of the impedance between at least one of the body-surface electrodes and the surface of the body. Also described are methods for sensing the position of a probe and for detecting tissue contact based on a relation between currents from the probe to body-surface electrodes.","A61B","BIOSENSE WEBSTER"
"EP",56284,2007,"The present invention provides an optical element comprising one or more layers for inhibiting a selected wavelength portion of incident radiation while allowing the remaining portion to pass through the optical element. The layers comprise luminescent materials, which inhibit the selected wavelength portion by absorption and emission of the selected wavelength range as luminescent radiation. A substantial portion of the luminescent radiation is directed towards the edges of the optical element.","H01L","TROPIGLAS TECHNOLOGIES"
"EP",56293,2000,"A method and apparatus are described for sensing the absolute humidity of gases where The relauve humidity of gases arc measured, the humidity transducer is heated, the resulting temperature measured and the absolute htunidiry calculated (based on the power to heat said transducer, the temperature of said transducer and the relative humidity). In further embodiment the humidity transducer may be heated to a pasteurisation temperature, to substantially kill any common pathogens proseat on the humidity transducer. The flow rate may be determined to estimate a more instantaneous valve of humidity. The operation of the sensor may be continually monitored for correct operation and various constructions disclosed for improving the efficiency of operation.","G01N","FISHER & PAYKEL HEALTHCARE"
"EP",56300,2008,"A device and a method for performing isoelectric focussing of sample compounds in a liquid sample is disclosed. The device comprises a multi-compartment frame (105) with at least two adjacent compartments (106A-106E), each compartment being adapted to contain a liquid phase, adjacent compartments being in fluidic contact with one another via fluidic connections (108A-108D) formed in separation walls (107A-107D). The compartments are placed on top of an immobilized pH gradient gel (100) in a gel strip reception (102) thereby establishing a fluidic contact between the gel and the liquid phases contained in the compartments, and providing a pH gradient that extends into the liquid phases in the compartments. The device further comprises at least two electrodes (109,110) for applying an electric field across the compartments, wherein under influence of the electric field, a respective sample compound is forced to move via the fluidic connections (108A-108D) in the pH gradient until an isoelectric focussing of the respective sample compound in one of the compartments (106A-106E) is accomplished. A semipermeable layer (104) prevents the sample compounds from migrating into the pH gradient gel. In a second embodiment, instead of using a semipermeable membrane to prevent macromolecules from penetrating into the gel, the mesh size of the gel is reduced.","G01N","AGILENT TECHNOLOGIES"
"EP",56301,1998,"An interactive television program guide with remote access is provided. The interactive television program guide is implemented on interactive television program guide equipment. A remote program guide access device is connected to the interactive television program guide equipment by a remote access link to provide a user with remote access to program guide functions.","H04N","ROVI GUIDES"
"EP",56308,2007,"A method, system and support mechanism for object identification is provided. A removable handheld terminal (311) is operable as a stand-alone device. A fixture (330) is connectable to the handheld terminal (311) for a portal use. The terminal (311) includes one or more sensors being automatically or manually activated. The fixture (330) includes a decking member (310) for removably connecting the handheld terminal (311) to the fixture (330).","G06F","PSION"
"EP",56332,2007,"A display device performs the fractional part of gamma translation by using a logarithm lookup table. The logarithm of an image data value is found in a look-up table (104). The retrieved result is multiplied by the fractional portion of the power, and a search in the look up table (104) for this product produces an index related to the desired result. In another embodiment, rather than a search of the first look up table (112), a second inverse logarithm look up table (114) is used to produce the desired result by looking up the exponentiation of the product.","H04N","QUALCOMM MEMS TECHNOLOGIES"
"EP",56333,2008,"In the invention there is a method, a device arrangement and a computer program product for examining and analyzing the functioning of a communication network. In one or more taps of the examined communication network there is a network probe which examines the communication packets flowing in the communication network via a tap and searches for identities and their relations from their header information. Identities and relations between them are used to create an identity flow which is used to create an identity graph for describing the operation of the communication network. A network probe(s) sends all or a part of the data of the traffic of the communication network it has collected or analyzed to a supervisor unit. The data is sent according to previously given instructions or by a request sent by the supervisor unit. The supervisor unit is preferably outside the examined communication network. The identities and relations between them to be included in the identity graph are chosen according to predetermined modifiers. The identity graph will be a model describing the relations of the identities of the network.","H04L","CLARIFIED NETWORKS"
"EP",56335,2004,"A system and method for searching and retrieving certificates, which may be used in the processing of encoded messages. In one broad aspect, a message management server generates certificate identification data from a message that uniquely identifies a certificate associated with the message. The certificate identification data can then be used to determine whether a given located certificate retrieved from one or more certificate servers in response to a certificate search request is the certificate associated with the message. Only the certificate identification data is needed to facilitate the determination at a user's computing device (e.g. a mobile device), alleviating the need for the user to download the entire message to the computing device in order to make the determination.","H04L","RIM (RESEARCH IN MOTION)"
"EP",56343,2007,"A plugin for an Integrated Design Environment is provided, including a set of commands for defining an appearance of a Ul design window in the Integrated Design Environment. The appearance of the application design window simulates a display screen of a portable electronic device and the set of commands being related to one type of portable electronic device.","G06F","NEXTAIR CORPORATION"
"EP",56344,2007,"An X-ray imaging apparatus includes an estimation unit (208) that estimates a cumulative exposure dose of X-rays irradiated onto an object, a remaining exposure tolerance dose calculation unit (213) that calculates a remaining exposure tolerance dose using a difference between a tolerated maximum exposure dose and the cumulative exposure dose, an X-ray irradiation tolerance period calculation unit (206) that calculates an X-ray irradiation tolerance period using a difference between a predetermined scheduled X-ray irradiation period and an actual irradiation period of X-rays irradiated onto the object, an X-ray irradiation reference dose calculation unit (212) that calculates an X-ray irradiation reference dose per unit time that will form a basis of X-ray irradiation based on the remaining exposure tolerance dose and the X-ray irradiation tolerance period, and a control unit (211) that controls X-ray irradiation onto the object by setting an X-ray irradiation dose per unit time within the X-ray irradiation tolerance period based on the X-ray irradiation reference dose.","A61B","CANON"
"EP",56378,2007,"Disclosed herein is a functionalized metal nanoparticle, a buffer layer including the functionalized metal nanoparticle, and an electronic device including the buffer layer. The buffer layer including the functionalized metal nanoparticle according to example embodiments may improve the injection of electrons or holes and the charge mobility between layers in the electronic device, may form ohmic contacts, and may improve the selectivity between electrodes and the buffer layer at the time of forming the buffer layer on the electrodes, thereby improving the efficiency of the electronic device.","C07D","SAMSUNG ELECTRONICS COMPANY"
"EP",56389,2007,"Provided are a method and apparatus for re-transmitting multi-input multi-output (MIMO) broadcasting signals, and more particularly, to a method and apparatus for efficiently re-transmitting MIMO broadcasting signals to a receiving terminal by using an existing cable without installing an additional cable, when a receiver transmits MIMO broadcasting signals to the receiving terminal via a cable. According to an aspect of the present invention, there is provided a method of re-transmitting a MIMO broadcasting signal, the method including restoring an original signal by receiving a MIMO broadcasting signal via a multi-antenna; re-modulating the restored MIMO broadcasting signal; transmitting the re-modulated MIMO broadcasting signal to a receiving terminal via a cable; and demodulating the transmitted MIMO broadcasting signal in the receiving terminal. A MIMO broadcasting signal is re-transmitted, and a radio frequency (RF) signal can be efficiently transmitted via a cable by modulating a plurality of RF signals to a RF broadcasting signal according to the method of the present invention.","H04L","SAMSUNG ELECTRONICS COMPANY"
"EP",56392,2007,"A system for managing one or more wireless devices in a wireless network, the system comprising: a single generic device manager for implementing device management operations; and an interface layer for translating administration client-specific requests to the generic device manager.","H04L","RIM (RESEARCH IN MOTION)"
"EP",56394,2008,"A method in a mobile communications apparatus, the mobile communications apparatus operable to communicate with a wireless communications network using a plurality of frequency bands, the mobile communications apparatus being capable of performing a measurement of one frequency band while using another or the same frequency band, the method comprising sending a measurement capability message to the wireless communications network, the measurement capability message including an information element designating the requirement for compressed mode for more than one of a plurality of combinations of a particular frequency band being used when another or the same frequency band is measured, whereby the mobile requires compressed mode for all measurements of frequencies different to the frequency in use.","H04L","RIM (RESEARCH IN MOTION)"
"EP",56408,2007,"A radiographic imaging control apparatus includes an input unit (104) configured to input a radiographic image from a sensor (101) that detects radiant ray, and a control unit (103) configured to cause a radiant ray generation apparatus (100) to decrease the flux of radiant ray from a predetermined maximum value to a predetermined minimum value as time passes when the radiant ray generation apparatus (100) irradiates the sensor (101) with radiant ray.","A61B","CANON"
"EP",56410,2007,"An organic insulator composition including a crosslinking agent and a hydroxyl group-containing oligomer or hydroxyl group-containing polymer is provided. A dielectric film and an organic thin film transistor (OTFT) using an organic insulator composition are also provided. A dielectric film may include a compound having hydroxyl group-containing oligomers or hydroxyl group-containing polymers linked by crosslinking using a crosslinking agent having at least two vinyl ether groups. An organic thin film transistor may include a gate electrode on a substrate, a gate insulating layer on the gate electrode, source and drain electrodes on the gate insulating layer and an organic semiconductor layer contacting the gate insulating layer, wherein the gate insulating layer includes an dielectric film as described above.","H01L","SAMSUNG ELECTRONICS COMPANY"
"EP",56448,1998,"An image sensing apparatus having a plurality of unit cells, each including a plurality of photoelectric conversion elements (11) and a common circuit (12) shared by said plurality of photoelectric conversion elements, arranged in two dimensions, wherein photoelectric conversion elements (p12,p14,p21,p23), out of said plurality of photoelectric conversion elements, which are covered by a color filter (6) that contributes mostly to forming a luminance signal are arranged in a first same interval in the horizontal directions and a second same interval in the vertical directions by arranging adjoining rows or columns of photoelectric conversion elements shifted from each other.","H01L","CANON"
"EP",56450,2007,"A program restore method and a video apparatus using the same are provided. The video apparatus includes a first storage unit which stores backup programs, a second storage unit which stores executing programs, and a main control unit which reads out programs from the first storage unit and stores the read programs in the second storage unit, if a program restore command is received while there is no video being currently replayed by the video apparatus. As a result, a user can restore programs even when a video apparatus does not operate normally, by using a panel key or remote controller provided along with the video apparatus.","G06F","SAMSUNG ELECTRONICS COMPANY"
"EP",56458,2007,"An image data display method and a mobile terminal using the image data display method is provided for minimizing image processing delay. An image data display method of the present invention includes color-converting a first format image data acquired by a camera into a second format image data; displaying the second format image data; and converting the second format image data into a third format image data.","H04N","SAMSUNG ELECTRONICS COMPANY"
"EP",56459,2007,"An apparatus and a method for enhancing memory utilization by compressing unused programs and their system files are provided. The method for generating a profile for a selective loading of a terminal includes receiving a selection of at least one application program that is to be activated, identifying that there is at least one application program to be activated among present deactivated application programs and to be deactivated among present activated application programs, compressing other application programs and system files related to the other application programs than at least one application program to be activated and generating a profile comprising a list of at least one application program to be activated.","G06F","SAMSUNG ELECTRONICS COMPANY"
"EP",56461,2008,"The invention relates to a system and a method of enabling decryption of an encrypted service by a user terminal of a subscriber in a system comprising at least a first conditional access system and a second conditional access system is proposed. The first and second conditional access system are connected to each other and at least the second conditional access system is connected to the user terminal. The first conditional access system is associated with a first security client in the user terminal by means of a first identifier (e.g. an identifier of an operator of the first conditional access system). The second conditional access system is associated with a second security client in the user terminal by means of a second identifier (e.g. an identifier of an operator of the second conditional access system). At least one first entitlement management message is generated by the first conditional access system. This first entitlement management message carries the first identifier and an entitlement for the subscriber of the user terminal for decrypting the encrypted services to which the user of the user terminal has subscribed. The first entitlement management message is transmitted to the second conditional access system. A second message is generated at the second conditional access system and carries the second identifier. The first entitlement management message is encapsulated in the second message and then transmitted to the user terminal for enabling decryption of the encrypted service.","H04N","IRDETO"
"EP",56463,2003,"A communications system may include an application server and at least one communications device for processing requests from one another. The communications device may process requests using an HTTP client application, for example. Furthermore, the system may also include an HTTP server for interfacing the HTTP client application with the application server. The HTTP server and the HTTP client application may format requests to be communicated therebetween via the Internet in an HTTP format, and each may provide additional state information with the HTTP formatted requests recognizable by the other for authenticating the application server and the HTTP client application to one another. Furthermore, the HTTP client application may request a first universal resource locator (URL) from the HTTP server for accepting work requests from the application server, and a second URL different from the first URL for responding to work requests from the application server.","G06F","RIM (RESEARCH IN MOTION)"
"EP",56464,2003,"A communications system (100) includes a plurality of communications devices (108) connected together in a network (107) and having a plurality of user accounts associated therewith. At least one of the communications devices processes requests using an HTTP client application (104) associated therewith. The system also include an application server (101) for accessing the user accounts via the HTTP client application (104), and an HTTP server (102) and HTTP client application (104) formats requests to be communicated therebetween in an HTTP format, and each provide additional state information with the HTTP formatted requests recognizable by the other for authentication purposes. Furthermore, the HTTP client application (104) request a first URL from the HTTP server (102) for accepting work requests from the application server (101) and a second URL different from the first URL for responding to work requests. The user accounts can be email accounts, and the HTTP server and HTTP client can be adapted to format email requests.","G06F","RIM (RESEARCH IN MOTION)"
"EP",56465,2008,"The present invention relates to a process for the preparation of Telmisartan by hydroxycarbonylation of compound of formula (V), \n wherein X is a substituent which can be transformed into a carboxy group by hydroxycarbonylation. The invention also relates to intermediates for the synthesis of Telmisartan.","C07D","CHEMO IBERICA"
"EP",56475,2007,"In general the invention addresses the problem of providing a high quality video communication under limited bandwidth. \n A method for selecting a QoS in a portable communication system includes, when using a high quality video communication service, sending a request for the high quality video communication service to a destination terminal (200) using a Circuit Service Data channel, receiving a reply message to the high quality video communication service request and, when the reply message is an acceptance of an execution of the high quality video communication service, disconnecting the Circuit Service Data channel and then connecting a Packet Service Data channel, and providing the high quality video communication service using the Packet Service Data channel.","H04L","SAMSUNG ELECTRONICS COMPANY"
"EP",56476,2007,"A method includes determining whether new phishing site identifiers (URLs and/or IP addresses) have been created. Upon a determination that the new phishing site identifiers have been created, the new phishing site identifiers are compared to site identifiers of sites to which critical values have been provided in the past. Upon a determination that at least one of the new phishing site identifiers matches at least one of the site identifiers, a phishing notification is provided that the user was successfully phished in the past.","H04L","SYMANTEC CORPORATION"
"EP",56480,2007,"The method, which allows performing secure online transactions with a mobile station (2; 2A, 2B), comprises the steps of \n a) registering the user of the mobile station (2) at a service provider (1) by recording and storing the users credentials and capturing biometric data, such as audio and video samples, in a database (12) ; \n b) setting up a connection between the mobile station (2) and the authentication server (11) of the service provider (1) and forwarding biometric data that are captured from the user via input devices (21, 22) of the mobile station (2) to the authentication server (11) of the service provider (1); \n c) authenticating the user by comparing the biometric data received from the mobile station (2) with corresponding biometric data retrieved by the authentication server (11) from the database (12) and checking whether said biometric data match; \n d) generating and forwarding an authentication certificate (5) from the authentication server (11) to the mobile station (2); \n e) transferring the authentication certificate (5) from the mobile station (2) to a vendor's transaction server (31) for a transaction to be performed between the user and the related vendor; and \n f) verifying the authentication certificate (5) by the transaction server (31) that proceeds with the execution of the transaction in the event that the authentication certificate (5) is valid.","G06F","BIOMETRY.COM"
"EP",56483,2008,"In mobile, wireless communication systems the channel between the transmitter and receiver varies during a transmission. This is often referred to as fading, of which different kinds exist. Each resulting in different impairments with specific properties. \n A low complexity scheme is described to reduce the noise created by inter-carrier interference or ICI. The method makes use of the guard interval and first order Taylor approximation of slow varying channel. It is not restricted to wireless communication and can be used in any environment with varying channels.","H04L","ST-ERICSSON"
"EP",56487,2007,"An adjustable coaxial needle assembly (10) for placement into a tissue mass prior to a biopsy procedure comprises a guide cannula assembly (12), a stylet (14), and a throw calibrator (16). The stylet is selectively coaxially received by the guide cannula, which is in turn coaxially received by the throw calibrator. The effective length of the guide cannula can be selectively adjusted by moving the throw calibrator relative to the guide cannula to adjust the distance between an open distal end (22) of the guide cannula and the throw calibrator.","A61B","INRAD"
"EP",56488,2007,"A method of manufacturing an IGZO active layer includes depositing ions including In, Ga, and Zn from a first target, and depositing ions including In from a second target having a different atomic composition from the first target. The deposition of ions from the second target may be controlled to adjust an atomic% of In in the IGZO layer to be about 45 atomic% to about 80 atomic%.","H01L","SAMSUNG DISPLAY"
"EP",56491,2004,"The invention refers to a method for logically locking data objects. \n The method comprises: \n - receiving from one of a plurality of data processing modules a request to logically lock one or more data objects of a data base for access of other data processing modules; \n - querying an internal buffer, in which information on logically locked data objects are stored, whether said data objects are already logically locked; \n - storing information on such of said data objects, which are not yet logically locked in the internal buffer; \n - processing the not logically locked and, when updating the data objects, locking the data object in the data base by means of the data base management system; \n - receiving names of one or more key fields of the one or more data objects to be locked; \n - receiving n values for each of the m key fields of n data objects to be locked; \n - receiving a maximum number of logical locks for the n data objects; \n - checking whether n <=k.","G06F","SAP"
"EP",56492,2001,"Pharmaceutical compositions suitable for the oral administration of parnaparin and/or its salts, particularly controlled-release oral pharmaceutical compositions for the treatment of inflammatory bowel diseases and related conditions, are disclosed.","A61K","COSMO TECHNOLOGIES"
"EP",56496,2007,"A method for determining the aspect ratio of an image signal and an image apparatus using the same is provided. The image apparatus includes a sync signal separation unit (130) which separates a sync signal from an image signal, an aspect ratio determination unit (140) which determines an aspect ratio of the image signal using a voltage level of the separated sync signal, and a signal processing unit (530) which processes the image signal according to the aspect ratio.","H04N","SAMSUNG ELECTRONICS COMPANY"
"EP",56501,2007,"A device and method are disclosed for detecting light. The device incudes a photodetector having at least one superlattice layer operative to generate an electrical signal in response to light incident thereon and one or more lenslets for directing light onto the photodetector.","H01L","LOCKHEED MARTIN CORPORATION"
"EP",56515,2007,"An image forming apparatus (100) includes a unit (10Y), a mark detector (103Y), and a controller (200). The unit is attachable to and detachable from the image forming apparatus and includes an information mark pattern (102Y) indicating predetermined information. The mark detector detects the information mark pattern. The controller obtains the information indicated by the information mark pattern based on a detection result provided by the mark detector.","H04N","RICOH COMPANY"
